PDBID,HBOND_LIG_SC,HBOND:LIG_MC,HBOND:SC_LIG,HBOND:MC_LIG,VDW:LIG_SC,VDW:LIG_MC,VDW:SC_LIG,VDW:MC_LIG,HBOND_LIG_SC2 normal,HBOND:LIG_MC3 normal,HBOND:SC_LIG4 normal,HBOND:MC_LIG5 normal,VDW:LIG_SC6 normal,VDW:LIG_MC7 normal,VDW:SC_LIG8 normal,VDW:MC_LIG9 normal
5TBW,0,986,0,117,1314,66,167,11,0,0.370537392,0,0.043968433,0.493799324,0.024802706,0.062758362,0.004133784
5TCU,0,147,0,0,192,8,0,0,0,0.423631124,0,0,0.553314121,0.023054755,0,0
5TGA,0,1165,0,0,1619,95,0,0,0,0.404654394,0,0,0.562348038,0.032997569,0,0
5TGM,0,1083,0,0,1570,91,1,0,0,0.394535519,0,0,0.571948998,0.033151184,0.000364299,0
5U4I,0,240,0,20,305,20,33,1,0,0.387722132,0,0.032310178,0.49273021,0.032310178,0.053311793,0.001615509
5U9F,0,196,0,1,228,14,1,0,0,0.445454545,0,0.002272727,0.518181818,0.031818182,0.002272727,0
5U9G,0,187,0,1,226,13,2,0,0,0.435897436,0,0.002331002,0.526806527,0.03030303,0.004662005,0
5UMD,0,301,0,41,425,17,87,2,0,0.344788087,0,0.04696449,0.486827033,0.019473081,0.099656357,0.002290951
5UQ7,0,301,0,52,382,29,78,6,0,0.35495283,0,0.061320755,0.450471698,0.034198113,0.091981132,0.007075472
5UQ8,0,294,0,51,367,30,80,6,0,0.355072464,0,0.061594203,0.443236715,0.036231884,0.096618357,0.007246377
5UYK,0,187,0,1,214,16,3,0,0,0.444180523,0,0.002375297,0.508313539,0.038004751,0.007125891,0
5UYL,0,189,0,2,207,15,4,0,0,0.45323741,0,0.004796163,0.496402878,0.035971223,0.009592326,0
5UYM,0,200,0,2,219,12,3,0,0,0.458715596,0,0.004587156,0.502293578,0.027522936,0.006880734,0
5UYN,0,191,0,2,231,20,1,0,0,0.429213483,0,0.004494382,0.519101124,0.04494382,0.002247191,0
5UYP,0,196,0,4,233,22,3,0,0,0.427947598,0,0.008733624,0.508733624,0.048034934,0.006550218,0
5UYQ,0,185,0,2,241,15,3,0,0,0.414798206,0,0.004484305,0.540358744,0.033632287,0.006726457,0
5V93,0,144,0,7,249,18,25,1,0,0.324324324,0,0.015765766,0.560810811,0.040540541,0.056306306,0.002252252
5VPP,0,0,0,0,7,0,5,0,0,0,0,0,0.583333333,0,0.416666667,0
5VYC,0,40,0,633,71,3,1276,107,0,0.018779343,0,0.297183099,0.033333333,0.001408451,0.599061033,0.050234742
5W4K,0,2,0,0,8,4,0,0,0,0.142857143,0,0,0.571428571,0.285714286,0,0
5WDT,0,245,0,30,333,17,42,1,0,0.366766467,0,0.04491018,0.498502994,0.025449102,0.062874251,0.001497006
5WE4,0,247,0,32,333,22,43,2,0,0.36377025,0,0.04712813,0.490427099,0.032400589,0.063328424,0.002945508
5WE6,0,221,0,28,254,18,37,1,0,0.395348837,0,0.050089445,0.454382826,0.032200358,0.066189624,0.001788909
5WF0,0,244,0,30,305,21,42,1,0,0.379471229,0,0.046656299,0.474339036,0.032659409,0.065318818,0.00155521
5WFK,0,238,0,31,306,21,42,1,0,0.372456964,0,0.048513302,0.478873239,0.03286385,0.0657277,0.001564945
5WFS,0,247,0,26,291,19,38,2,0,0.3964687,0,0.041733547,0.467094703,0.030497592,0.060995185,0.003210273
5WLC,0,54,0,0,173,6,0,0,0,0.231759657,0,0,0.74248927,0.025751073,0,0
5X8P,0,158,0,29,270,18,50,1,0,0.300380228,0,0.05513308,0.513307985,0.034220532,0.095057034,0.001901141
5XXB,0,341,0,0,397,13,0,0,0,0.454061252,0,0,0.528628495,0.017310253,0,0
5XY3,0,296,0,0,344,8,0,0,0,0.456790123,0,0,0.530864198,0.012345679,0,0
5YDT,0,0,0,0,6,1,0,0,0,0,0,0,0.857142857,0.142857143,0,0
5ZEB,0,206,0,20,302,12,37,1,0,0.356401384,0,0.034602076,0.522491349,0.020761246,0.064013841,0.001730104
5ZEP,0,215,0,14,337,18,26,2,0,0.35130719,0,0.022875817,0.550653595,0.029411765,0.04248366,0.003267974
5ZLU,0,99,0,11,188,14,31,0,0,0.288629738,0,0.032069971,0.548104956,0.040816327,0.090379009,0
6AWB,0,29,0,0,64,6,0,0,0,0.292929293,0,0,0.646464646,0.060606061,0,0
6AWC,0,30,0,0,62,5,0,0,0,0.309278351,0,0,0.639175258,0.051546392,0,0
6AWD,0,36,0,0,59,7,0,0,0,0.352941176,0,0,0.578431373,0.068627451,0,0
6AZ3,0,382,0,0,598,23,0,0,0,0.380857428,0,0,0.596211366,0.022931206,0,0
6B4V,0,571,0,40,597,45,43,2,0,0.43990755,0,0.030816641,0.459938367,0.034668721,0.033127889,0.001540832
6BOK,0,622,0,44,577,38,51,5,0,0.465220643,0,0.032909499,0.431563201,0.02842184,0.038145101,0.003739716
6BU8,0,178,0,2,175,11,2,0,0,0.483695652,0,0.005434783,0.475543478,0.029891304,0.005434783,0
6BUW,0,4,0,0,8,1,4,0,0,0.235294118,0,0,0.470588235,0.058823529,0.235294118,0
6BY1,0,3,0,0,2,0,1,0,0,0.5,0,0,0.333333333,0,0.166666667,0
6BZ6,0,2,0,0,7,0,3,0,0,0.166666667,0,0,0.583333333,0,0.25,0
6BZ7,0,3,0,0,5,0,4,0,0,0.25,0,0,0.416666667,0,0.333333333,0
6BZ8,0,3,0,0,8,1,2,0,0,0.214285714,0,0,0.571428571,0.071428571,0.142857143,0
6C4I,0,295,0,26,360,16,45,1,0,0.397039031,0,0.034993271,0.484522207,0.02153432,0.060565276,0.001345895
6C5L,0,3,0,7,14,1,15,3,0,0.069767442,0,0.162790698,0.325581395,0.023255814,0.348837209,0.069767442
6CAE,0,1,0,0,3,0,0,0,0,0.25,0,0,0.75,0,0,0
6D90,0,452,0,0,640,36,0,0,0,0.40070922,0,0,0.567375887,0.031914894,0,0
6D9J,0,288,0,0,595,31,0,0,0,0.315098468,0,0,0.650984683,0.033916849,0,0
6DNC,0,222,0,5,263,7,7,1,0,0.43960396,0,0.00990099,0.520792079,0.013861386,0.013861386,0.001980198
6DZI,0,127,0,17,240,10,46,3,0,0.286681716,0,0.038374718,0.541760722,0.022573363,0.103837472,0.006772009
6EM1,0,158,0,0,331,22,0,0,0,0.309197652,0,0,0.647749511,0.043052838,0,0
6ENF,0,200,0,22,279,12,36,0,0,0.364298725,0,0.04007286,0.508196721,0.021857923,0.06557377,0
6ENJ,0,199,0,21,243,13,31,1,0,0.391732283,0,0.041338583,0.478346457,0.025590551,0.061023622,0.001968504
6ENU,0,223,0,22,281,17,40,2,0,0.381196581,0,0.037606838,0.48034188,0.029059829,0.068376068,0.003418803
6ERI,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
6FEC,0,203,0,0,404,32,0,0,0,0.317683881,0,0,0.632237872,0.050078247,0,0
6FRK,0,365,0,2,534,13,4,0,0,0.397603486,0,0.002178649,0.581699346,0.01416122,0.004357298,0
6FXC,0,0,0,0,3,0,2,0,0,0,0,0,0.6,0,0.4,0
6FYX,0,215,0,0,336,22,0,0,0,0.37521815,0,0,0.586387435,0.038394415,0,0
6FYY,0,220,0,0,355,21,0,0,0,0.369127517,0,0,0.595637584,0.035234899,0,0
6GAW,0,3,0,0,8,2,0,0,0,0.230769231,0,0,0.615384615,0.153846154,0,0
6GAZ,0,5,0,0,8,1,0,0,0,0.357142857,0,0,0.571428571,0.071428571,0,0
6GB2,0,2,0,0,3,0,0,0,0,0.4,0,0,0.6,0,0,0
6GQ1,0,361,0,0,682,34,0,0,0,0.335190344,0,0,0.633240483,0.031569174,0,0
6GQB,0,359,0,0,629,23,0,0,0,0.355093966,0,0,0.622156281,0.022749753,0,0
6GQV,0,362,0,0,656,36,0,0,0,0.34345351,0,0,0.622390892,0.034155598,0,0
6GSJ,0,488,0,0,614,33,3,0,0,0.428822496,0,0,0.539543058,0.028998243,0.002636204,0
6GSK,0,469,0,0,576,33,3,0,0,0.433857539,0,0,0.532839963,0.03052729,0.002775208,0
6GSL,0,491,0,0,571,39,4,0,0,0.444343891,0,0,0.516742081,0.035294118,0.00361991,0
6GSM,0,124,0,0,205,11,0,0,0,0.364705882,0,0,0.602941176,0.032352941,0,0
6GSN,0,141,0,0,200,13,0,0,0,0.398305085,0,0,0.564971751,0.036723164,0,0
6GWT,0,185,0,19,289,20,35,1,0,0.336976321,0,0.034608379,0.526411658,0.036429872,0.063752277,0.001821494
6GXM,0,180,0,21,302,15,36,1,0,0.324324324,0,0.037837838,0.544144144,0.027027027,0.064864865,0.001801802
6GXN,0,189,0,15,292,15,33,0,0,0.347426471,0,0.027573529,0.536764706,0.027573529,0.060661765,0
6GXO,0,179,0,18,316,19,34,1,0,0.315696649,0,0.031746032,0.557319224,0.0335097,0.059964727,0.001763668
6GXP,0,147,0,17,267,15,34,1,0,0.305613306,0,0.035343035,0.555093555,0.031185031,0.070686071,0.002079002
6GZ3,0,0,0,3,3,1,8,1,0,0,0,0.1875,0.1875,0.0625,0.5,0.0625
6GZ4,0,1,0,3,6,2,8,1,0,0.047619048,0,0.142857143,0.285714286,0.095238095,0.380952381,0.047619048
6GZ5,0,1,0,3,4,2,10,0,0,0.05,0,0.15,0.2,0.1,0.5,0
6GZQ,0,172,0,0,223,5,0,0,0,0.43,0,0,0.5575,0.0125,0,0
6GZX,0,319,0,0,541,42,0,0,0,0.353658537,0,0,0.599778271,0.046563193,0,0
6GZZ,0,336,0,0,616,44,0,0,0,0.337349398,0,0,0.618473896,0.044176707,0,0
6H4N,0,231,0,18,271,17,35,1,0,0.403141361,0,0.031413613,0.472949389,0.029668412,0.061082024,0.001745201
6H58,0,463,0,36,542,34,70,2,0,0.403661726,0,0.031386225,0.472537053,0.029642546,0.061028771,0.001743679
6HA1,0,220,0,21,300,17,36,3,0,0.368509213,0,0.035175879,0.502512563,0.028475712,0.060301508,0.005025126
6HA8,0,209,0,20,290,17,38,4,0,0.361591696,0,0.034602076,0.501730104,0.029411765,0.065743945,0.006920415
6HCF,0,362,0,3,637,27,6,3,0,0.348747592,0,0.002890173,0.613680154,0.026011561,0.005780347,0.002890173
6HCJ,0,296,0,2,511,16,8,6,0,0.352800954,0,0.00238379,0.609058403,0.019070322,0.009535161,0.007151371
6HCM,0,362,0,3,638,27,6,3,0,0.348411935,0,0.002887392,0.614051973,0.025986526,0.005774783,0.002887392
6HCQ,0,293,0,2,506,16,8,6,0,0.352587244,0,0.002406739,0.608904934,0.019253911,0.009626955,0.007220217
6HHQ,0,980,0,113,1361,82,156,13,0,0.362292052,0,0.041774492,0.503142329,0.030314233,0.05767098,0.004805915
6HIV,0,80,0,0,334,20,0,0,0,0.184331797,0,0,0.769585253,0.046082949,0,0
6HIW,0,52,0,0,182,12,0,0,0,0.211382114,0,0,0.739837398,0.048780488,0,0
6HIX,0,24,0,0,135,10,0,0,0,0.142011834,0,0,0.798816568,0.059171598,0,0
6HIY,0,22,0,0,93,5,0,0,0,0.183333333,0,0,0.775,0.041666667,0,0
6HIZ,0,29,0,0,104,6,0,0,0,0.208633094,0,0,0.748201439,0.043165468,0,0
6HRM,0,244,0,0,297,15,0,0,0,0.438848921,0,0,0.534172662,0.026978417,0,0
6HTQ,0,180,0,19,298,21,26,1,0,0.330275229,0,0.034862385,0.546788991,0.03853211,0.047706422,0.001834862
6I7O,0,304,0,343,581,33,670,51,0,0.153380424,0,0.173057518,0.293138244,0.016649849,0.338042381,0.025731584
6I7V,34,1,11,0,4,0,4,0,0.62962963,0.018518519,0.203703704,0,0.074074074,0,0.074074074,0
6I9R,0,111,0,24,262,11,77,1,0,0.228395062,0,0.049382716,0.53909465,0.022633745,0.158436214,0.002057613
6IP5,0,245,0,4,468,18,3,4,0,0.330188679,0,0.005390836,0.630727763,0.02425876,0.004043127,0.005390836
6IP6,0,250,0,3,467,19,8,3,0,0.333333333,0,0.004,0.622666667,0.025333333,0.010666667,0.004
6IP8,0,256,0,1,421,12,3,1,0,0.368876081,0,0.001440922,0.606628242,0.017291066,0.004322767,0.001440922
6LKQ,0,1,0,242,3,1,334,18,0,0.001669449,0,0.404006678,0.005008347,0.001669449,0.557595993,0.030050083
6LQM,0,341,0,0,504,17,9,0,0,0.391504018,0,0,0.578645235,0.019517796,0.010332951,0
6LSR,0,320,0,2,492,11,18,0,0,0.379596679,0,0.002372479,0.583629893,0.013048636,0.021352313,0
6LSS,0,319,0,0,498,15,0,0,0,0.383413462,0,0,0.598557692,0.018028846,0,0
6LU8,0,330,0,0,504,15,0,0,0,0.38869258,0,0,0.593639576,0.017667845,0,0
6M62,0,291,0,0,578,25,0,0,0,0.325503356,0,0,0.646532438,0.027964206,0,0
6MTB,0,533,0,0,778,34,0,0,0,0.396282528,0,0,0.578438662,0.02527881,0,0
6MTC,0,540,0,0,785,20,0,0,0,0.401486989,0,0,0.583643123,0.014869888,0,0
6MTD,0,553,0,0,782,28,0,0,0,0.405722671,0,0,0.573734409,0.02054292,0,0
6MTE,0,536,0,0,804,28,0,0,0,0.391812865,0,0,0.587719298,0.020467836,0,0
6N1D,0,0,0,0,4,1,1,0,0,0,0,0,0.666666667,0.166666667,0.166666667,0
6N8J,0,293,0,0,419,16,0,0,0,0.402472527,0,0,0.575549451,0.021978022,0,0
6N8K,0,281,0,0,418,17,0,0,0,0.392458101,0,0,0.583798883,0.023743017,0,0
6N8L,0,270,0,0,409,14,0,0,0,0.38961039,0,0,0.59018759,0.02020202,0,0
6N8M,0,320,0,0,396,14,0,0,0,0.438356164,0,0,0.542465753,0.019178082,0,0
6N8N,0,299,0,0,424,7,0,0,0,0.409589041,0,0,0.580821918,0.009589041,0,0
6N8O,0,314,0,0,421,11,0,0,0,0.420911528,0,0,0.564343164,0.014745308,0,0
6NDK,0,3,0,0,5,1,3,0,0,0.25,0,0,0.416666667,0.083333333,0.25,0
6NSH,0,3,0,0,9,1,3,1,0,0.176470588,0,0,0.529411765,0.058823529,0.176470588,0.058823529
6NTA,0,2,0,0,8,1,2,0,0,0.153846154,0,0,0.615384615,0.076923077,0.153846154,0
6NU2,461,93,107,17,251,10,54,5,0.461923848,0.093186373,0.107214429,0.017034068,0.251503006,0.01002004,0.054108216,0.00501002
6NU3,465,107,115,19,274,13,66,1,0.438679245,0.100943396,0.108490566,0.017924528,0.258490566,0.012264151,0.062264151,0.000943396
6NUO,0,5,0,0,9,1,3,1,0,0.263157895,0,0,0.473684211,0.052631579,0.157894737,0.052631579
6NWY,0,2,0,0,7,0,2,0,0,0.181818182,0,0,0.636363636,0,0.181818182,0
6O3M,0,2,0,0,6,1,2,0,0,0.181818182,0,0,0.545454545,0.090909091,0.181818182,0
6O8W,0,142,0,20,177,14,25,1,0,0.374670185,0,0.052770449,0.46701847,0.036939314,0.065963061,0.002638522
6O8X,0,135,0,18,168,8,25,0,0,0.381355932,0,0.050847458,0.474576271,0.02259887,0.070621469,0
6O8Y,0,128,0,17,221,18,21,2,0,0.314496314,0,0.041769042,0.542997543,0.044226044,0.051597052,0.004914005
6O8Z,0,148,0,19,165,11,27,0,0,0.4,0,0.051351351,0.445945946,0.02972973,0.072972973,0
6O90,0,152,0,16,169,9,23,0,0,0.411924119,0,0.043360434,0.45799458,0.024390244,0.062330623,0
6O9J,0,280,0,16,536,196,31,2,0,0.263901979,0,0.015080113,0.505183789,0.184731385,0.029217719,0.001885014
6O9K,0,180,0,83,184,19,70,4,0,0.333333333,0,0.153703704,0.340740741,0.035185185,0.12962963,0.007407407
6OF6,0,6,0,0,18,3,3,0,0,0.2,0,0,0.6,0.1,0.1,0
6OFX,0,265,0,0,295,25,0,0,0,0.452991453,0,0,0.504273504,0.042735043,0,0
6OG7,0,244,0,0,282,19,0,0,0,0.447706422,0,0,0.517431193,0.034862385,0,0
6OGF,0,251,0,0,300,23,0,0,0,0.43728223,0,0,0.522648084,0.040069686,0,0
6OGG,0,186,0,0,365,20,0,0,0,0.325744308,0,0,0.639229422,0.03502627,0,0
6OGI,0,247,0,0,296,22,0,0,0,0.437168142,0,0,0.523893805,0.038938053,0,0
6OIG,0,579,0,0,1057,410,0,0,0,0.282991202,0,0,0.516617791,0.200391007,0,0
6OJ2,0,6,0,0,13,2,2,0,0,0.260869565,0,0,0.565217391,0.086956522,0.086956522,0
6OLE,0,35,0,303,61,5,476,15,0,0.039106145,0,0.338547486,0.068156425,0.005586592,0.531843575,0.016759777
6OLF,0,37,0,242,69,6,422,13,0,0.046894804,0,0.306717364,0.087452471,0.007604563,0.534854246,0.016476553
6OLG,0,0,0,0,4,0,8,1,0,0,0,0,0.307692308,0,0.615384615,0.076923077
6OLI,0,32,0,292,55,4,462,12,0,0.037339557,0,0.340723454,0.064177363,0.004667445,0.539089848,0.014002334
6OLZ,0,0,0,2,5,1,10,0,0,0,0,0.111111111,0.277777778,0.055555556,0.555555556,0
6OM0,0,31,0,300,53,5,475,18,0,0.035147392,0,0.340136054,0.060090703,0.005668934,0.538548753,0.020408163
6OM6,0,286,0,0,343,19,0,0,0,0.441358025,0,0,0.529320988,0.029320988,0,0
6OM7,0,34,0,253,62,11,468,10,0,0.040572792,0,0.301909308,0.07398568,0.013126492,0.558472554,0.011933174
6OPE,0,5,0,0,18,4,2,0,0,0.172413793,0,0,0.620689655,0.137931034,0.068965517,0
6ORD,0,3,0,0,11,0,2,0,0,0.1875,0,0,0.6875,0,0.125,0
6ORE,0,283,0,0,347,15,0,0,0,0.43875969,0,0,0.537984496,0.023255814,0,0
6ORL,0,259,0,0,351,19,0,0,0,0.411764706,0,0,0.558028617,0.030206677,0,0
6OSI,0,2,0,0,8,1,3,0,0,0.142857143,0,0,0.571428571,0.071428571,0.214285714,0
6OSK,0,258,0,0,354,13,0,0,0,0.4128,0,0,0.5664,0.0208,0,0
6OSQ,0,264,0,0,360,17,0,0,0,0.411856474,0,0,0.561622465,0.026521061,0,0
6OST,0,289,0,0,398,33,0,0,0,0.401388889,0,0,0.552777778,0.045833333,0,0
6OT3,0,267,0,0,367,26,0,0,0,0.404545455,0,0,0.556060606,0.039393939,0,0
6OTR,0,6,0,0,11,1,8,1,0,0.222222222,0,0,0.407407407,0.037037037,0.296296296,0.037037037
6OUO,0,264,0,0,363,26,0,0,0,0.404287902,0,0,0.555895865,0.039816233,0,0
6OXA,0,5,0,0,6,1,5,0,0,0.294117647,0,0,0.352941176,0.058823529,0.294117647,0
6OXI,0,3,0,0,10,1,5,0,0,0.157894737,0,0,0.526315789,0.052631579,0.263157895,0
6P5I,0,595,0,0,896,35,0,0,0,0.389908257,0,0,0.587155963,0.02293578,0,0
6P5J,0,551,0,0,850,25,0,0,0,0.386395512,0,0,0.596072931,0.017531557,0,0
6P5K,0,574,0,0,888,32,0,0,0,0.384203481,0,0,0.59437751,0.021419009,0,0
6P5N,0,536,0,0,798,27,0,0,0,0.393828068,0,0,0.586333578,0.019838354,0,0
6PJ6,792,200,0,0,275,15,0,0,0.617784711,0.15600624,0,0,0.21450858,0.011700468,0,0
6Q8Y,0,137,0,180,216,9,302,14,0,0.15967366,0,0.20979021,0.251748252,0.01048951,0.351981352,0.016317016
6Q95,0,237,0,0,359,16,0,0,0,0.387254902,0,0,0.586601307,0.026143791,0,0
6Q97,0,196,0,0,266,20,0,0,0,0.406639004,0,0,0.55186722,0.041493776,0,0
6Q98,0,214,0,0,313,24,0,0,0,0.388384755,0,0,0.568058076,0.043557169,0,0
6Q9A,0,232,0,0,317,13,0,0,0,0.412811388,0,0,0.56405694,0.023131673,0,0
6QIK,0,254,0,21,406,21,47,1,0,0.338666667,0,0.028,0.541333333,0.028,0.062666667,0.001333333
6QNQ,0,479,0,0,527,33,3,0,0,0.459692898,0,0,0.505758157,0.031669866,0.002879079,0
6QNR,0,525,0,0,632,39,7,0,0,0.436408978,0,0,0.525353283,0.032418953,0.005818786,0
6QT0,0,303,0,29,392,13,56,0,0,0.382093317,0,0.036569987,0.494325347,0.016393443,0.070617907,0
6QTZ,0,258,0,25,401,11,51,2,0,0.344919786,0,0.03342246,0.536096257,0.014705882,0.068181818,0.002673797
6QZP,0,0,0,2,1,1,8,1,0,0,0,0.153846154,0.076923077,0.076923077,0.615384615,0.076923077
6R5Q,0,476,0,39,709,23,110,8,0,0.348717949,0,0.028571429,0.519413919,0.016849817,0.080586081,0.005860806
6R6G,0,425,0,36,674,15,101,4,0,0.338645418,0,0.028685259,0.537051793,0.011952191,0.080478088,0.003187251
6R6P,0,413,0,34,691,20,92,6,0,0.328821656,0,0.027070064,0.550159236,0.015923567,0.073248408,0.00477707
6R7Q,0,513,0,48,754,22,95,11,0,0.355509356,0,0.033264033,0.522522523,0.015246015,0.065835066,0.007623008
6R84,0,331,0,0,473,17,0,0,0,0.40316687,0,0,0.576126675,0.020706456,0,0
6R86,0,335,0,0,473,14,0,0,0,0.407542579,0,0,0.575425791,0.01703163,0,0
6R87,0,343,0,0,487,18,0,0,0,0.404481132,0,0,0.574292453,0.021226415,0,0
6RI5,0,261,0,22,376,20,62,2,0,0.3512786,0,0.02960969,0.506056528,0.0269179,0.083445491,0.00269179
6RM3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0
6RW4,333,61,69,9,147,8,37,1,0.50075188,0.091729323,0.103759398,0.013533835,0.221052632,0.012030075,0.055639098,0.001503759
6RW5,328,57,85,11,137,7,39,2,0.492492492,0.085585586,0.127627628,0.016516517,0.205705706,0.010510511,0.058558559,0.003003003
6RXY,0,35,0,0,146,5,0,0,0,0.188172043,0,0,0.784946237,0.02688172,0,0
6RZZ,0,317,0,25,417,12,57,0,0,0.382850242,0,0.030193237,0.503623188,0.014492754,0.06884058,0
6S05,0,260,0,22,398,13,49,1,0,0.349932705,0,0.02960969,0.535666218,0.017496635,0.065948856,0.001345895
6S0X,0,138,0,12,240,18,13,0,0,0.327790974,0,0.028503563,0.570071259,0.042755344,0.03087886,0
6S13,1109,208,110,16,607,121,72,11,0.492014197,0.09228039,0.04880213,0.007098492,0.269299024,0.053682343,0.031943212,0.004880213
6S47,0,0,0,2,0,0,3,1,0,0,0,0.333333333,0,0,0.5,0.166666667
6SG9,0,11,0,0,65,2,0,0,0,0.141025641,0,0,0.833333333,0.025641026,0,0
6SGA,0,46,0,0,155,6,0,0,0,0.222222222,0,0,0.748792271,0.028985507,0,0
6SGB,0,55,0,0,225,8,0,0,0,0.190972222,0,0,0.78125,0.027777778,0,0
6SGC,0,588,0,0,867,36,0,0,0,0.394366197,0,0,0.581488934,0.024144869,0,0
6SKF,0,0,0,0,6,0,3,0,0,0,0,0,0.666666667,0,0.333333333,0
6SKG,0,1,0,0,4,1,2,0,0,0.125,0,0,0.5,0.125,0.25,0
6SNT,0,481,0,0,738,27,0,0,0,0.386035313,0,0,0.592295345,0.021669342,0,0
6SPF,0,225,0,18,323,30,30,1,0,0.358851675,0,0.028708134,0.515151515,0.04784689,0.04784689,0.001594896
6SPG,0,161,0,12,182,4,21,0,0,0.423684211,0,0.031578947,0.478947368,0.010526316,0.055263158,0
6SV4,0,525,0,324,1088,74,598,45,0,0.197814619,0,0.122079879,0.409947249,0.027882442,0.225320271,0.016955539
6SWA,0,2,0,275,2,0,505,17,0,0.002496879,0,0.343320849,0.002496879,0,0.630461923,0.021223471
6SXO,0,0,0,3,0,0,9,0,0,0,0,0.25,0,0,0.75,0
6SZS,0,235,0,23,316,16,29,1,0,0.379032258,0,0.037096774,0.509677419,0.025806452,0.046774194,0.001612903
6T4Q,0,518,0,1,752,27,9,1,0,0.396024465,0,0.000764526,0.574923547,0.020642202,0.006880734,0.000764526
6T7I,0,404,0,0,687,35,0,0,0,0.358792185,0,0,0.610124334,0.031083481,0,0
6T7T,0,469,0,1,752,33,2,0,0,0.373110581,0,0.000795545,0.598249801,0.026252983,0.00159109,0
6T83,0,827,0,20,1463,105,69,6,0,0.332128514,0,0.008032129,0.587550201,0.042168675,0.027710843,0.002409639
6TB3,0,172,0,187,258,6,311,11,0,0.182010582,0,0.197883598,0.273015873,0.006349206,0.329100529,0.011640212
6TBV,0,268,0,1,297,16,0,0,0,0.4604811,0,0.001718213,0.510309278,0.027491409,0,0
6TC3,0,263,0,1,302,15,0,0,0,0.452667814,0,0.00172117,0.51979346,0.025817556,0,0
6TH6,0,1,0,0,8,0,2,0,0,0.090909091,0,0,0.727272727,0,0.181818182,0
6TNU,0,133,0,171,301,7,297,18,0,0.143473571,0,0.184466019,0.324703344,0.007551241,0.32038835,0.019417476
6U48,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0
6UTV,0,5,0,0,29,2,0,0,0,0.138888889,0,0,0.805555556,0.055555556,0,0
6UTW,0,7,0,0,29,2,0,0,0,0.184210526,0,0,0.763157895,0.052631579,0,0
6UTZ,0,5,0,0,26,2,0,0,0,0.151515152,0,0,0.787878788,0.060606061,0,0
6UU0,0,5,0,0,29,1,0,0,0,0.142857143,0,0,0.828571429,0.028571429,0,0
6UU1,0,7,0,0,21,0,0,0,0,0.25,0,0,0.75,0,0,0
6UU2,0,4,0,0,27,4,0,0,0,0.114285714,0,0,0.771428571,0.114285714,0,0
6UU3,0,6,0,0,22,0,0,0,0,0.214285714,0,0,0.785714286,0,0,0
6UU4,0,5,0,0,24,1,0,0,0,0.166666667,0,0,0.8,0.033333333,0,0
6UU5,0,6,0,0,26,3,0,0,0,0.171428571,0,0,0.742857143,0.085714286,0,0
6UU6,0,5,0,0,28,1,0,0,0,0.147058824,0,0,0.823529412,0.029411765,0,0
6UU8,0,5,0,0,16,0,0,0,0,0.238095238,0,0,0.761904762,0,0,0
6UU9,0,5,0,0,23,0,0,0,0,0.178571429,0,0,0.821428571,0,0,0
6UUC,0,6,0,0,26,3,0,0,0,0.171428571,0,0,0.742857143,0.085714286,0,0
6UZ7,0,426,0,1,539,15,1,0,0,0.433808554,0,0.00101833,0.548879837,0.015274949,0.00101833,0
6V39,0,121,0,61,153,8,69,3,0,0.291566265,0,0.146987952,0.368674699,0.019277108,0.16626506,0.007228916
6V3A,0,125,0,64,166,3,73,3,0,0.288018433,0,0.147465438,0.382488479,0.006912442,0.168202765,0.006912442
6V3B,0,126,0,56,156,6,73,4,0,0.299287411,0,0.133016627,0.370546318,0.014251781,0.173396675,0.009501188
6V3D,0,116,0,10,145,5,11,0,0,0.404181185,0,0.034843206,0.505226481,0.017421603,0.038327526,0
6V3E,0,0,0,44,6,0,74,5,0,0,0,0.341085271,0.046511628,0,0.573643411,0.03875969
6VLZ,0,85,0,16,260,13,54,2,0,0.197674419,0,0.037209302,0.604651163,0.030232558,0.125581395,0.004651163
6VMI,0,85,0,15,266,12,53,1,0,0.196759259,0,0.034722222,0.615740741,0.027777778,0.122685185,0.002314815
6VU3,1208,262,127,22,313,12,40,3,0.607951686,0.131857071,0.06391545,0.011071968,0.157523905,0.006039255,0.020130851,0.001509814
6VWL,0,231,0,0,280,12,0,0,0,0.4416826,0,0,0.535372849,0.022944551,0,0
6VWM,0,214,0,0,277,16,0,0,0,0.42209073,0,0,0.546351085,0.031558185,0,0
6VWN,0,220,0,0,282,13,0,0,0,0.427184466,0,0,0.547572816,0.025242718,0,0
6VYQ,1205,262,127,22,312,12,40,3,0.607665154,0.132123046,0.064044377,0.011094302,0.157337368,0.006051437,0.020171457,0.001512859
6VYR,1208,263,127,22,314,13,40,3,0.607035176,0.132160804,0.063819095,0.011055276,0.157788945,0.006532663,0.020100503,0.001507538
6VYS,1204,262,126,22,312,12,40,3,0.607773852,0.132256436,0.06360424,0.011105502,0.157496214,0.006057547,0.020191822,0.001514387
6VYT,1203,263,129,22,310,12,34,3,0.608805668,0.133097166,0.065283401,0.011133603,0.156882591,0.006072874,0.017206478,0.001518219
