PDBID,Total HBOND,Total VDW,Control
6P7N,0.392156863,0.607843137,1
6P7P,0.227272727,0.772727273,1
6P7Q,0.217391304,0.782608696,1
6PB4,0.674418605,0.325581395,1
6PC5,0.467532468,0.532467532,1
6PC6,0.471698113,0.528301887,1
6PC7,0.423312883,0.576687117,1
6PC8,0.427631579,0.572368421,1
6PCH,0.423312883,0.576687117,1
6PCQ,0.432926829,0.567073171,1
6PCR,0.447852761,0.552147239,1
6PCS,0.46835443,0.53164557,1
6PCT,0.452941176,0.547058824,1
6PIF,0.207317073,0.792682927,1
6PIG,0.222222222,0.777777778,1
6PIJ,0.169642857,0.830357143,1
6PMI,0.571428571,0.428571429,1
6PMJ,0.5625,0.4375,1
6PPF,0.421965318,0.578034682,1
6PPK,0.377952756,0.622047244,1
6PPN,0.196078431,0.803921569,1
6PPP,0.179487179,0.820512821,1
6PPQ,0.181818182,0.818181818,1
6PPV,0.142857143,0.857142857,1
6PUN,0,1,1
6PVK,0.448275862,0.551724138,1
6PZQ,0.333333333,0.666666667,1
6Q1H,0.333333333,0.666666667,1
6Q8U,0.275862069,0.724137931,1
6QCS,0.172413793,0.827586207,1
6QCT,0.222222222,0.777777778,1
6QCV,0.222222222,0.777777778,1
6QCW,0.230769231,0.769230769,1
6QCX,0.255813953,0.744186047,1
6QDW,0.426048565,0.573951435,1
6QIC,0.242424242,0.757575758,1
6QKL,0.413043478,0.586956522,1
6QUL,0.422897196,0.577102804,1
6QWL,0.25,0.75,1
6QX3,0.444444444,0.555555556,1
6QX8,0.604166667,0.395833333,1
6QXE,0.604166667,0.395833333,1
6R7B,0.32,0.68,1
6R7G,0,1,1
6R9R,0.37037037,0.62962963,1
6RA4,0.133333333,0.866666667,1
6RBD,0.363945578,0.636054422,1
6RBE,0.384180791,0.615819209,1
6RCL,0.125,0.875,1
6RFL,0.111111111,0.888888889,1
6RH3,0.333333333,0.666666667,1
6RI7,0.5,0.5,1
6RI9,0.166666667,0.833333333,1
6RID,0,1,1
6RIE,0.125,0.875,1
6RIN,0.25,0.75,1
6RIP,0,1,1
6RJ9,0.432432432,0.567567568,1
6RJA,0.455882353,0.544117647,1
6RJD,0.483870968,0.516129032,1
6RJG,0.5,0.5,1
6RR7,0.583333333,0.416666667,1
6RT4,0.8,0.2,1
6RT5,1,0,1
6RT6,1,0,1
6RT7,0.8,0.2,1
6RTI,0,1,1
6S0K,0.447688564,0.552311436,1
6S0M,0.25,0.75,1
6S6B,0.396396396,0.603603604,1
6S8B,0.313333333,0.686666667,1
6S8E,0.283783784,0.716216216,1
6S91,0.329032258,0.670967742,1
6SCE,0.387096774,0.612903226,1
6SCF,0.264705882,0.735294118,1
6SDW,0.916666667,0.083333333,1
6SDY,0.894736842,0.105263158,1
6SH8,0.333333333,0.666666667,1
6SHB,0.308823529,0.691176471,1
6SIC,0.281045752,0.718954248,1
6SJ6,0.411458333,0.588541667,1
6SJD,1,0,1
6SNJ,0.7,0.3,1
6SO9,0.523809524,0.476190476,1
6SPB,0.395833333,0.604166667,1
6SPC,0.296551724,0.703448276,1
6SPD,0.461818182,0.538181818,1
6SPE,0.470588235,0.529411765,1
6STY,0.222222222,0.777777778,1
6SW9,0.423913043,0.576086957,1
6SWC,0.512195122,0.487804878,1
6SWD,0.542857143,0.457142857,1
6SWE,0.588235294,0.411764706,1
6SY4,0.181818182,0.818181818,1
6SY6,0.181818182,0.818181818,1
6SZU,0.242857143,0.757142857,1
6SZV,0.266666667,0.733333333,1
6T0N,0.363636364,0.636363636,1
6T0R,0.19047619,0.80952381,1
6T0S,0.170212766,0.829787234,1
6T0U,0.238095238,0.761904762,1
6T0V,0.222222222,0.777777778,1
6T0W,0.227272727,0.772727273,1
6T2C,0.173913043,0.826086957,1
6T34,0.601398601,0.398601399,1
6TED,0.666666667,0.333333333,1
6THN,0,1,1
6TMF,0.411764706,0.588235294,1
6TNN,0.407665505,0.592334495,1
6TPH,0.789473684,0.210526316,1
6TPQ,0.437288136,0.562711864,1
6TQA,0.205882353,0.794117647,1
6TQB,0.181818182,0.818181818,1
6TQN,0.119047619,0.880952381,1
6TQO,0.173913043,0.826086957,1
6TW1,0.25,0.75,1
6TY9,0,1,1
6TYE,0.72,0.28,1
6TYF,0.2,0.8,1
6TYG,0.693548387,0.306451613,1
6TZ1,0.142857143,0.857142857,1
6TZ2,0,1,1
6U6Y,0,1,1
6U8D,0.153846154,0.846153846,1
6U8K,0.176470588,0.823529412,1
6U9X,0.15625,0.84375,1
6UEJ,0.230769231,0.769230769,1
6UPX,1,0,1
6UPY,1,0,1
6UPZ,1,0,1
6UQ0,1,0,1
6UQ1,1,0,1
6UQ2,0.75,0.25,1
6UQ3,1,0,1
6URO,0.125,0.875,1
6UV1,0.882352941,0.117647059,1
6UV2,0.875,0.125,1
6UV3,0.875,0.125,1
6UV4,1,0,1
6V9Q,0.197916667,0.802083333,1
6VBW,0.151515152,0.848484848,1
6VFF,0.555555556,0.444444444,1
6VM6,0.171428571,0.828571429,1
6VPC,0.285714286,0.714285714,1
6VQV,0.21978022,0.78021978,1
6VQW,0.25,0.75,1
6VQX,0.303370787,0.696629213,1
6VRB,0.173913043,0.826086957,1
6VRC,0.272727273,0.727272727,1
6VRD,0.666666667,0.333333333,1
6W11,0.315789474,0.684210526,1
6W1X,0.28125,0.71875,1
6W5C,0.338983051,0.661016949,1
6W62,0.230769231,0.769230769,1
6W64,0.12,0.88,1
6W6K,0.510638298,0.489361702,1
6W6V,0.234567901,0.765432099,1
6W77,0.416666667,0.583333333,1
6W7M,0.416107383,0.583892617,1
6W7N,0.482352941,0.517647059,1
6W7W,0.471698113,0.528301887,1
6WAN,0.163265306,0.836734694,1
6WAZ,0,1,1
6WB0,0,1,1
6WB1,0,1,1
6WB2,0,1,1
6WBR,0.5,0.5,1
6WC0,0.380952381,0.619047619,1
6WDR,0.358208955,0.641791045,1
6WHI,0.23880597,0.76119403,1
6WLH,0.762711864,0.237288136,1
6WMP,0.25,0.75,1
6WNT,0.411471322,0.588528678,1
6WOX,0.222222222,0.777777778,1
6WOY,0.25,0.75,1
6WPI,0,1,1
6WQN,0.456273764,0.543726236,1
6WQQ,0.441281139,0.558718861,1
6WRE,0.333333333,0.666666667,1
6WRS,0.48582996,0.51417004,1
6WRU,0.446735395,0.553264605,1
6WU9,0.467181467,0.532818533,1
6WUA,0.465116279,0.534883721,1
6WUB,0.532258065,0.467741935,1
6WVJ,1,0,1
6WW6,0.142857143,0.857142857,1
6WXQ,0.411764706,0.588235294,1
6WXX,0.317073171,0.682926829,1
6WXY,0.3,0.7,1
6WYB,1,0,1
6WYV,0.433121019,0.566878981,1
6X1B,0.2,0.8,1
6X26,0.444444444,0.555555556,1
6X2F,0.285714286,0.714285714,1
6X2N,0.4,0.6,1
6X43,0.5,0.5,1
6X4W,0.357142857,0.642857143,1
6X4Y,0.375,0.625,1
6X50,0.5,0.5,1
6X5M,0.076923077,0.923076923,1
6X5N,0.076923077,0.923076923,1
6XAS,0.444444444,0.555555556,1
6XAV,0.444444444,0.555555556,1
6XBU,0.5,0.5,1
6XE0,0.453416149,0.546583851,1
6XEZ,1,0,1
6XH0,0.590909091,0.409090909,1
6XH1,0.44,0.56,1
6XH2,0.541666667,0.458333333,1
6XH3,0.481481481,0.518518519,1
6XH8,0.640776699,0.359223301,1
6XJQ,0.101694915,0.898305085,1
6XJW,0.083333333,0.916666667,1
6XJY,0.038461538,0.961538462,1
6XJZ,0.037037037,0.962962963,1
6XKI,1,0,1
6XL1,0.25,0.75,1
6XL9,0.413793103,0.586206897,1
6XLJ,0.384615385,0.615384615,1
6XLL,0.296296296,0.703703704,1
6XLM,0.214285714,0.785714286,1
6XLN,0.272727273,0.727272727,1
6XLV,0.523809524,0.476190476,1
6XLW,0.55,0.45,1
6XLX,0.526315789,0.473684211,1
6XMF,0.142857143,0.857142857,1
6XMG,0.176470588,0.823529412,1
6XN3,0.27027027,0.72972973,1
6XN4,0.255555556,0.744444444,1
6XN5,0.298850575,0.701149425,1
6XN7,0.27,0.73,1
6XQB,1,0,1
6XZ7,0.463700234,0.536299766,1
6XZQ,0.5,0.5,1
6Y4B,0,1,1
6Y50,0.166666667,0.833333333,1
6Y7C,0.287128713,0.712871287,1
6YAL,0.372781065,0.627218935,1
6YAN,0.375394322,0.624605678,1
6YBS,0.437956204,0.562043796,1
6YBV,0.5,0.5,1
6YBW,0.403041825,0.596958175,1
6YHS,0.504451039,0.495548961,1
6YMW,0.227272727,0.772727273,1
6YPU,0.542857143,0.457142857,1
6YRB,0.333333333,0.666666667,1
6YRQ,0.285714286,0.714285714,1
6YS3,0.427616927,0.572383073,1
6YS5,0.411764706,0.588235294,1
6YSI,0.462121212,0.537878788,1
6YT9,0.473684211,0.526315789,1
6YTF,0.404494382,0.595505618,1
6YUD,0.292682927,0.707317073,1
6YWO,0,1,1
6YYM,0.529411765,0.470588235,1
6YYT,0.333333333,0.666666667,1
6Z6G,0.186046512,0.813953488,1
6Z9P,0.111111111,0.888888889,1
6Z9Q,0.176470588,0.823529412,1
6Z9R,0.0625,0.9375,1
6Z9S,0.192307692,0.807692308,1
6Z9T,0.111111111,0.888888889,1
6ZCE,0.651162791,0.348837209,1
6ZDP,0.5,0.5,1
6ZDQ,0.5,0.5,1
6ZDU,0.5,0.5,1
6ZLC,1,0,1
6ZLW,0.4,0.6,1
6ZM2,0.4,0.6,1
6ZMT,0.387387387,0.612612613,1
6ZN5,0.37254902,0.62745098,1
6ZOJ,0.448924731,0.551075269,1
6ZOK,0.415929204,0.584070796,1
6ZOL,0.483870968,0.516129032,1
6ZOT,0.333333333,0.666666667,1
6ZU9,0.678733032,0.321266968,1
6ZUO,0.4,0.6,1
6ZV6,0.395061728,0.604938272,1
6ZVH,0.428571429,0.571428571,1
6ZVI,0.393861893,0.606138107,1
6ZWW,0.315789474,0.684210526,1
6ZXD,0.416666667,0.583333333,1
6ZXE,0.447293447,0.552706553,1
6ZXF,0.394179894,0.605820106,1
6ZXG,0.404494382,0.595505618,1
6ZXH,0.399543379,0.600456621,1
7A0R,0.426592798,0.573407202,1
7A0S,0.43620178,0.56379822,1
7A18,0.410557185,0.589442815,1
7A1G,0.416,0.584,1
7A9W,0.121212121,0.878787879,1
7A9X,0.166666667,0.833333333,1
7AAP,0,1,1
7ABH,0.4,0.6,1
7ACS,0.888888889,0.111111111,1
7ACT,0.764705882,0.235294118,1
7ADB,0.111111111,0.888888889,1
7ADC,0.157894737,0.842105263,1
7ADD,0.15,0.85,1
7ADE,0.161290323,0.838709677,1
7AE1,0.5,0.5,1
7AE3,0.4,0.6,1
7AEA,0.6,0.4,1
7AF3,0.411764706,0.588235294,1
7AF5,0.458823529,0.541176471,1
7AF8,0.446808511,0.553191489,1
7AFA,0.404761905,0.595238095,1
7AFD,0.352941176,0.647058824,1
7AFH,0.379310345,0.620689655,1
7AFI,0.516129032,0.483870968,1
7AFK,0.339622642,0.660377358,1
7AFL,0.43877551,0.56122449,1
7AFN,0.376344086,0.623655914,1
7AFO,0.472727273,0.527272727,1
7AOE,0,0,0
7AOH,0.166666667,0.833333333,1
7AOZ,1,0,1
7AP8,1,0,1
7AP9,1,0,1
7AQC,0.375,0.625,1
7AQD,0.372037915,0.627962085,1
7AS8,0.37279597,0.62720403,1
7AS9,0.329207921,0.670792079,1
7ASA,0.208333333,0.791666667,1
7ASM,0.483552632,0.516447368,1
7ASN,0.441176471,0.558823529,1
7B3B,0.75,0.25,1
7B3C,0.5,0.5,1
7B3D,0.5,0.5,1
7BAH,0.166666667,0.833333333,1
7BAI,0.4,0.6,1
7BDV,0.368421053,0.631578947,1
7BG6,0,1,1
7BG9,0.25,0.75,1
7BGD,0.387931034,0.612068966,1
7BGE,0.393442623,0.606557377,1
7BKP,1,0,1
7BKQ,1,0,1
7BL4,0.406504065,0.593495935,1
7BL5,0.34464752,0.65535248,1
7BL6,0.348348348,0.651651652,1
7BOD,0.510869565,0.489130435,1
7BOE,0.463276836,0.536723164,1
7BOF,0.577777778,0.422222222,1
7BOG,0.505050505,0.494949495,1
7BOH,0.474226804,0.525773196,1
7BOI,0.495575221,0.504424779,1
7BV2,0,1,1
7BV8,0.425882353,0.574117647,1
7BZF,0.25,0.75,1
7C06,0.201219512,0.798780488,1
7C07,0.171779141,0.828220859,1
7C08,0.12849162,0.87150838,1
7C2K,0,1,1
7C45,0.217391304,0.782608696,1
7C79,0.137931034,0.862068966,1
7C7A,0.168316832,0.831683168,1
7C7L,0.194805195,0.805194805,1
7CGF,0,1,1
7CGG,0,1,1
7CGH,0,1,1
7CGI,0,1,1
7CGJ,0,1,1
7CGK,0,1,1
7CGL,0,1,1
7CGM,0,1,1
7CHD,0,1,1
7CTT,0.5,0.5,1
7CXM,0.272727273,0.727272727,1
7CXN,0.272727273,0.727272727,1
7CYQ,0.5,0.5,1
7D0F,0.1,0.9,1
7D0G,0.2,0.8,1
7D1A,0.08,0.92,1
7D2L,0.379310345,0.620689655,1
7D3J,0.314814815,0.685185185,1
7D58,0.25,0.75,1
7D8C,0.194444444,0.805555556,1
7D8O,0.162895928,0.837104072,1
7DD3,0.428571429,0.571428571,1
7DFG,0.5,0.5,1
7DFH,0.333333333,0.666666667,1
7DIC,0.111111111,0.888888889,1
7DID,0,1,1
7DMQ,0.5,0.5,1
7DN3,0.75,0.25,1
7DOI,0.333333333,0.666666667,1
7DOK,0,1,1
7DOL,0.222222222,0.777777778,1
7DTE,0.333333333,0.666666667,1
7DU2,1,0,1
7DUG,0.467948718,0.532051282,1
7DUH,0.506493506,0.493506494,1
7DUI,0.46875,0.53125,1
7DUJ,0.477419355,0.522580645,1
7DUK,0.503448276,0.496551724,1
7DUL,0.493589744,0.506410256,1
7ECV,0.175,0.825,1
7ECW,0.183333333,0.816666667,1
7ED5,0,1,1
7EGQ,0.625,0.375,1
7EH0,0.206896552,0.793103448,1
7EH1,0.24,0.76,1
7EH2,0.25,0.75,1
7EIU,0.32,0.68,1
7EIZ,1,0,1
7EL1,0.52173913,0.47826087,1
7ELA,0.125,0.875,1
7ELC,0.076923077,0.923076923,1
7ELD,0.5,0.5,1
7ELE,0.333333333,0.666666667,1
7ELM,0.211538462,0.788461538,1
7ELN,0.220238095,0.779761905,1
7ENI,0.357142857,0.642857143,1
7ENR,0.351351351,0.648648649,1
7EQG,0.155963303,0.844036697,1
7EU0,0.222222222,0.777777778,1
7EU9,0.37704918,0.62295082,1
7EWQ,0.285714286,0.714285714,1
7F0D,0.371584699,0.628415301,1
7F1M,0.363636364,0.636363636,1
7F36,0.282051282,0.717948718,1
7F3I,0,1,1
7F3J,0,1,1
7F3K,0,1,1
7F3L,0,1,1
7FJI,1,0,1
7FJJ,0.666666667,0.333333333,1
7JHY,0.259259259,0.740740741,1
7JL0,1,0,1
7JL1,0.888888889,0.111111111,1
7JL2,1,0,1
7JL3,1,0,1
7JQB,0.380145278,0.619854722,1
7JQQ,0,1,1
7JYY,0.1875,0.8125,1
7JZ0,0.285714286,0.714285714,1
7JZW,0.235849057,0.764150943,1
7JZX,0.225806452,0.774193548,1
7JZY,0.224719101,0.775280899,1
7JZZ,0.20754717,0.79245283,1
7K5I,0.429394813,0.570605187,1
7K5L,0.25,0.75,1
7K98,0.186046512,0.813953488,1
7K9D,0.6,0.4,1
7K9E,0.6,0.4,1
7K9M,0.083333333,0.916666667,1
7K9Y,0.5,0.5,1
7KA0,0.1,0.9,1
7KAB,0.076923077,0.923076923,1
7KED,1,0,1
7KEE,0.666666667,0.333333333,1
7KEF,0.6,0.4,1
7KFN,0.6,0.4,1
7KHA,0.268817204,0.731182796,1
7KI3,0.347826087,0.652173913,1
7KJT,0.352941176,0.647058824,1
7KJV,0.5,0.5,1
7KJW,0.5,0.5,1
7KJX,0,1,1
7KKV,0.666666667,0.333333333,1
7KL3,0.25,0.75,1
7KQM,0.333333333,0.666666667,1
7KQN,0.235294118,0.764705882,1
7KRN,0.357142857,0.642857143,1
7KRO,0.272727273,0.727272727,1
7KRP,0.6,0.4,1
7KWG,0.3875,0.6125,1
7KX7,0.4,0.6,1
7KX9,0.80952381,0.19047619,1
7L1F,0,1,1
7L48,0.153846154,0.846153846,1
7L49,0.15,0.85,1
7L6R,0.333333333,0.666666667,1
7L6T,0.333333333,0.666666667,1
7LD5,0,1,1
7LJ3,0,1,1
7LMA,0.147540984,0.852459016,1
7LMB,0.097560976,0.902439024,1
7LYS,0.666666667,0.333333333,1
7LYT,0.68627451,0.31372549,1
7M4U,0.445783133,0.554216867,1
7M4V,0.48502994,0.51497006,1
7M5O,0.597222222,0.402777778,1
7M8E,0,1,1
7MEI,0.380952381,0.619047619,1
7MJV,0.142857143,0.857142857,1
7MJW,0.166666667,0.833333333,1
7MJX,0.181818182,0.818181818,1
7MJY,1,0,1
7MK9,0.454545455,0.545454545,1
7MKA,0.222222222,0.777777778,1
7MKN,0.153846154,0.846153846,1
7MKO,0.266666667,0.733333333,1
7ML4,0.166666667,0.833333333,1
7MLB,0.214285714,0.785714286,1
7MLI,0.285714286,0.714285714,1
7MLJ,0.166666667,0.833333333,1
7MLX,0.071428571,0.928571429,1
7MPL,0.219178082,0.780821918,1
7MPM,0.220930233,0.779069767,1
7MPN,0.283950617,0.716049383,1
7MPQ,0.285714286,0.714285714,1
7MPU,0.285714286,0.714285714,1
7MQB,0.134615385,0.865384615,1
7MQC,0.176470588,0.823529412,1
7MQD,0.214285714,0.785714286,1
7MQE,0.261904762,0.738095238,1
7MQF,0.301886792,0.698113208,1
7MQG,0.3,0.7,1
7MQH,0.265625,0.734375,1
7MQI,0.285714286,0.714285714,1
7MRL,0,1,1
7MW8,0.127659574,0.872340426,1
7N06,0.193548387,0.806451613,1
7N0B,0.5,0.5,1
7N0C,0.333333333,0.666666667,1
7N0D,0.285714286,0.714285714,1
7N2M,0.727272727,0.272727273,1
7N33,1,0,1
7N3O,0.25,0.75,1
7N3P,0.333333333,0.666666667,1
7N4E,0.173913043,0.826086957,1
7NAR,0.452261307,0.547738693,1
7NAS,0.485148515,0.514851485,1
7NAT,0.422459893,0.577540107,1
7NAU,0.452513966,0.547486034,1
7NAV,0.381642512,0.618357488,1
7NAX,0.517045455,0.482954545,1
7NDJ,0.066666667,0.933333333,1
7NGA,1,0,1
7NHA,0.558139535,0.441860465,1
7NHC,0.604651163,0.395348837,1
7NHX,0.631578947,0.368421053,1
7NI0,0.694444444,0.305555556,1
7NIC,1,0,1
7NIK,0.571428571,0.428571429,1
7NIL,0.571428571,0.428571429,1
7NIQ,1,0,1
7NIR,0.571428571,0.428571429,1
7NIS,0.571428571,0.428571429,1
7NJ3,0.558139535,0.441860465,1
7NJ4,0.558139535,0.441860465,1
7NJ5,0.558139535,0.441860465,1
7NJ7,0.558139535,0.441860465,1
7NJC,1,0,1
7NK1,0.571428571,0.428571429,1
7NK2,0.558139535,0.441860465,1
7NK4,0.558139535,0.441860465,1
7NK6,0.571428571,0.428571429,1
7NK8,0.571428571,0.428571429,1
7NKA,0.558139535,0.441860465,1
7NKC,0.558139535,0.441860465,1
7NKI,0.571428571,0.428571429,1
7NKR,0.571428571,0.428571429,1
7NKX,0.689655172,0.310344828,1
7NQ4,0.111111111,0.888888889,1
7NT5,0.186206897,0.813793103,1
7NT6,1,0,1
7NUN,0,1,1
7NUQ,0,1,1
7O0G,1,0,1
7O5H,0.469565217,0.530434783,1
7OB9,0.333333333,0.666666667,1
7OBQ,0.115384615,0.884615385,1
7ODE,0.798275862,0.201724138,1
7ODF,0.326086957,0.673913043,1
7OE0,0.417142857,0.582857143,1
7OE1,0.349206349,0.650793651,1
7OEA,0.083333333,0.916666667,1
7OEB,0,1,1
7OF0,0.294407895,0.705592105,1
7OFW,1,0,1
7OFZ,1,0,1
7OG0,1,0,1
7OG6,0,1,1
7OGK,0.111111111,0.888888889,1
7OGM,0.136363636,0.863636364,1
7OI0,0.444444444,0.555555556,1
7OI3,0.333333333,0.666666667,1
7OI6,0.509615385,0.490384615,1
7OI7,0.287640449,0.712359551,1
7OI8,0.302771855,0.697228145,1
7OI9,0.289416847,0.710583153,1
7OIA,0.300613497,0.699386503,1
7OIB,0.291404612,0.708595388,1
7OIE,0.307847082,0.692152918,1
7OJK,0.25,0.75,1
7OJL,0.24,0.76,1
7OJN,0.263157895,0.736842105,1
7OKX,0.307692308,0.692307692,1
7OKY,0.307692308,0.692307692,1
7OL0,0.333333333,0.666666667,1
7OM6,0.5,0.5,1
7OM7,0.535714286,0.464285714,1
7OMA,0.457142857,0.542857143,1
7ONB,0.125,0.875,1
7ONU,0.260869565,0.739130435,1
7OO3,0.775862069,0.224137931,1
7OOB,0.771929825,0.228070175,1
7OOC,0.35971223,0.64028777,1
7OOD,0.42172524,0.57827476,1
7OOP,0.5,0.5,1
7OPC,0.384615385,0.615384615,1
7OPD,0.384615385,0.615384615,1
7OPE,0.391857506,0.608142494,1
7ORJ,0.275,0.725,1
7ORK,0.25,0.75,1
7ORL,0.19047619,0.80952381,1
7ORM,0.391304348,0.608695652,1
7OS0,0.289156627,0.710843373,1
7OX8,0.4375,0.5625,1
7OX9,0.4375,0.5625,1
7OYG,0.5,0.5,1
7OZQ,0.605263158,0.394736842,1
7OZU,0.666666667,0.333333333,1
7OZV,0.666666667,0.333333333,1
7P0V,0.375,0.625,1
7P8Q,0.285714286,0.714285714,1
7P9I,0.5,0.5,1
7PAT,0.341288783,0.658711217,1
7PAU,0.324766355,0.675233645,1
7PLA,0.296296296,0.703703704,1
7PO6,0.863636364,0.136363636,1
7PWF,0.478087649,0.521912351,1
7PY0,0.111111111,0.888888889,1
7PY1,0.166666667,0.833333333,1
7PY3,0.153846154,0.846153846,1
7PY5,0.2,0.8,1
7PY6,0.2,0.8,1
7PY7,0.4,0.6,1
7PY8,0.111111111,0.888888889,1
7PYJ,0.166666667,0.833333333,1
7PYK,0.1,0.9,1
7Q0J,0.333333333,0.666666667,1
7Q0K,0,1,1
7Q3L,0.111111111,0.888888889,1
7Q4L,0.424242424,0.575757576,1
7Q4O,0.111111111,0.888888889,1
7Q4P,0.266666667,0.733333333,1
7QDY,0.25,0.75,1
7QDZ,0.25,0.75,1
7QE0,0.333333333,0.666666667,1
7QH6,0.276056338,0.723943662,1
7QH7,0.327710843,0.672289157,1
7QIX,0.803680982,0.196319018,1
7QIY,0.806845966,0.193154034,1
7QQK,0.064935065,0.935064935,1
7QXA,0.222222222,0.777777778,1
7QXB,0.264150943,0.735849057,1
7QXS,0.227272727,0.772727273,1
7R97,1,0,1
7R9F,1,0,1
7R9G,0.5,0.5,1
7RDQ,0.205128205,0.794871795,1
7RDX,0.805555556,0.194444444,1
7RDY,0.384615385,0.615384615,1
7RDZ,0.931034483,0.068965517,1
7RE0,0.666666667,0.333333333,1
7RE1,0.5,0.5,1
7RE2,0.5,0.5,1
7RE3,0.333333333,0.666666667,1
7RIM,0.666666667,0.333333333,1
7RIP,0.6,0.4,1
7RIQ,0.6,0.4,1
7RIW,0.666666667,0.333333333,1
7RIX,0.5,0.5,1
7RIY,0.5,0.5,1
7RZZ,0.045454545,0.954545455,1
7S02,0,1,1
7S36,0.326923077,0.673076923,1
7S37,0.125,0.875,1
7S38,0.314814815,0.685185185,1
7S3H,0.125,0.875,1
7S4U,0.25,0.75,1
7S4V,0.35,0.65,1
7S4X,0.315789474,0.684210526,1
7S7B,0.108108108,0.891891892,1
7S7C,0.277777778,0.722222222,1
7S9U,0.450980392,0.549019608,1
7SAE,0.452941176,0.547058824,1
7SBA,0.325581395,0.674418605,1
7SBB,0.324561404,0.675438596,1
7SLP,0.166666667,0.833333333,1
7SLQ,0.176470588,0.823529412,1
7SOP,0.2,0.8,1
7SOQ,0.153846154,0.846153846,1
7SOR,0.173913043,0.826086957,1
7SOS,0.142857143,0.857142857,1
7SOT,0.133333333,0.866666667,1
7SOU,0.153846154,0.846153846,1
7SOV,0.2,0.8,1
7SP1,0,1,1
7SWF,0.277777778,0.722222222,1
7SYG,0.35016835,0.64983165,1
7SYH,0.333333333,0.666666667,1
7SYI,0.337979094,0.662020906,1
7SYJ,0.348591549,0.651408451,1
7SYK,0.367132867,0.632867133,1
7SYL,0.327526132,0.672473868,1
7SYM,0.378091873,0.621908127,1
7SYN,0.337579618,0.662420382,1
7SYO,0.335616438,0.664383562,1
7SYP,0.332409972,0.667590028,1
7SYQ,0.363636364,0.636363636,1
7SYR,0.369047619,0.630952381,1
7SYS,0.402402402,0.597597598,1
7SYT,0.344051447,0.655948553,1
7SYU,0.351535836,0.648464164,1
7SYV,0.319648094,0.680351906,1
7SYW,0.382089552,0.617910448,1
7SYX,0.333333333,0.666666667,1
7SZU,0.409090909,0.590909091,1
7TJ2,0.2,0.8,1
7TQB,0,1,1
7TQL,0.395886889,0.604113111,1
7TQV,0.571428571,0.428571429,1
7TRD,0.297297297,0.702702703,1
7TRE,0.285714286,0.714285714,1
7TRF,0.292682927,0.707317073,1
7TTU,0.443579767,0.556420233,1
7TTW,0.464539007,0.535460993,1
7UMK,0.461538462,0.538461538,1
7UML,0.538461538,0.461538462,1
7UTN,0.339285714,0.660714286,1
7UY5,0.145454545,0.854545455,1
7UY6,0.142857143,0.857142857,1
7UZW,0.2,0.8,1
7UZX,0.235294118,0.764705882,1
7UZY,0.173076923,0.826923077,1
7UZZ,0.210526316,0.789473684,1
7V00,0.162790698,0.837209302,1
7V01,0.166666667,0.833333333,1
7V02,0.261904762,0.738095238,1
7V2L,0.484662577,0.515337423,1
7V2M,0.45508982,0.54491018,1
7V2N,0.441558442,0.558441558,1
7V2O,0.425149701,0.574850299,1
7V2P,0.48,0.52,1
7V2Q,0.490066225,0.509933775,1
7V2Z,0.5,0.5,1
7V4G,0.230769231,0.769230769,1
7V59,0.277227723,0.722772277,1
7V6C,1,0,1
7V94,0.484848485,0.515151515,1
7V99,0.185185185,0.814814815,1
7VG2,0.454545455,0.545454545,1
7VG3,0.428571429,0.571428571,1
7VPZ,0.083333333,0.916666667,1
7W0A,0.888888889,0.111111111,1
7W0C,0.888888889,0.111111111,1
7W0D,0.823529412,0.176470588,1
7W0E,1,0,1
7W0F,0.666666667,0.333333333,1
7WAH,0.390909091,0.609090909,1
7WAY,0.347826087,0.652173913,1
7WAZ,0.163265306,0.836734694,1
7WB0,0.294117647,0.705882353,1
7WB1,0.236363636,0.763636364,1
7WE6,0.233082707,0.766917293,1
7WKV,0.24,0.76,1
7WL0,0.195121951,0.804878049,1
7X34,0,1,1
7X74,0.102564103,0.897435897,1
7XLT,0,0,0
7XUE,0.222222222,0.777777778,1
7XUG,0,1,1
7XUI,0.1,0.9,1
7XYA,0.16,0.84,1
7XYB,0.714285714,0.285714286,1
7Z20,0.415011038,0.584988962,1
7Z26,0.571428571,0.428571429,1
7Z42,0.216216216,0.783783784,1
7Z52,0.666666667,0.333333333,1
7ZAG,0.528384279,0.471615721,1
7ZAH,0.50660793,0.49339207,1
7ZAI,0.536036036,0.463963964,1
7ZEW,0.333333333,0.666666667,1
7ZEX,0.4,0.6,1
7ZGP,0.166666667,0.833333333,1
7ZGR,0.2,0.8,1
7ZHG,0.53164557,0.46835443,1
7ZKI,0.166666667,0.833333333,1
7ZOD,0.431707317,0.568292683,1
7ZP8,0.437209302,0.562790698,1
7ZQ5,0.453051643,0.546948357,1
7ZQ6,0.438228438,0.561771562,1
8CSZ,0.385964912,0.614035088,1
